105/08/24,4000,3400,0.85,0.85,0.85,0.85,+0.03,1
105/10/14,0,0,---,---,---,---,---,0
105/10/17,10000,5400,0.54,0.54,0.54,0.54,+0.01,1
105/10/18,0,0,---,---,---,---,---,0
105/10/19,40000,21200,0.53,0.53,0.53,0.53,0.00,1
105/10/20,0,0,---,---,---,---,---,0
105/10/21,0,0,---,---,---,---,---,0
105/10/24,0,0,---,---,---,---,---,0
105/10/25,0,0,---,---,---,---,---,0
105/10/26,0,0,---,---,---,---,---,0
105/10/27,0,0,---,---,---,---,---,0
105/10/28,0,0,---,---,---,---,---,0
105/10/31,0,0,---,---,---,---,---,0
105/11/01,0,0,---,---,---,---,---,0
105/11/02,215000,50500,0.24,0.24,0.22,0.22,-0.06,10
105/11/03,210000,42600,0.22,0.22,0.19,0.19,-0.03,3
105/11/04,150000,27300,0.18,0.19,0.18,0.18,-0.01,5
105/11/07,30000,4800,0.16,0.16,0.16,0.16,-0.02,1
105/11/08,400000,51000,0.13,0.13,0.12,0.13,-0.03,3
105/11/09,289000,27590,0.13,0.13,0.06,0.06,-0.07,11
105/11/10,45000,5850,0.13,0.13,0.13,0.13,+0.07,5
105/11/11,986000,189320,0.15,0.22,0.15,0.18,+0.05,27
105/11/14,640000,97100,0.16,0.16,0.14,0.14,-0.04,17
105/11/15,131000,22960,0.15,0.19,0.15,0.16,+0.02,7
105/11/16,1033000,150970,0.15,0.15,0.13,0.14,-0.02,16
105/11/17,95000,12350,0.13,0.13,0.13,0.13,-0.01,4
105/11/18,101000,12420,0.12,0.13,0.12,0.13,0.00,8
105/11/21,312000,32320,0.10,0.11,0.10,0.11,-0.02,2
105/11/22,167000,20240,0.13,0.13,0.12,0.12,+0.01,4
105/11/23,940000,129850,0.13,0.14,0.12,0.12,0.00,9
105/11/24,655000,75450,0.12,0.12,0.11,0.11,-0.01,11
105/11/25,260000,28600,0.11,0.11,0.11,0.11,0.00,2
105/11/28,959000,95800,0.10,0.10,0.09,0.10,-0.01,8
105/11/29,111000,8990,0.09,0.09,0.08,0.09,-0.01,4
105/11/30,216000,19440,0.09,0.09,0.09,0.09,0.00,2
105/12/01,790000,81150,0.11,0.11,0.10,0.10,+0.01,11
105/12/02,855000,68950,0.09,0.09,0.08,0.08,-0.02,7
105/12/05,59000,4130,0.07,0.07,0.07,0.07,-0.01,1
105/12/06,290000,18300,0.07,0.07,0.06,0.06,-0.01,12
105/12/07,215000,13050,0.07,0.07,0.06,0.06,0.00,22
105/12/08,310000,18600,0.06,0.06,0.06,0.06,0.00,31
105/12/09,1104000,87320,0.07,0.08,0.07,0.08,+0.02,17
105/12/12,100000,8000,0.08,0.08,0.08,0.08,0.00,1
105/12/13,729000,45740,0.07,0.07,0.06,0.06,-0.02,6
105/12/14,100000,6000,0.06,0.06,0.06,0.06,0.00,1
105/12/15,1020000,53200,0.06,0.06,0.05,0.06,0.00,5
105/12/16,420000,21000,0.05,0.05,0.05,0.05,-0.01,3
105/12/19,400000,20000,0.05,0.05,0.05,0.05,0.00,6
105/12/20,2070000,167800,0.05,0.10,0.05,0.08,+0.03,14
105/12/21,549000,59500,0.11,0.13,0.10,0.12,+0.04,9
105/12/22,465000,52900,0.10,0.13,0.10,0.10,-0.02,9
105/12/23,213000,25300,0.12,0.15,0.10,0.10,0.00,11
105/12/26,72000,6780,0.10,0.10,0.09,0.09,-0.01,6
105/12/27,453000,46970,0.09,0.11,0.09,0.11,+0.02,23
105/12/28,269000,23710,0.08,0.10,0.08,0.09,-0.02,7
105/12/29,1645000,225850,0.12,0.14,0.12,0.13,+0.04,32
105/12/30,4131000,579880,0.15,0.16,0.13,0.16,+0.03,87
106/01/03,2150000,315240,0.16,0.17,0.12,0.12,-0.04,27
106/01/04,2786000,459170,0.17,0.18,0.14,0.14,+0.02,24
106/01/05,879000,128250,0.15,0.15,0.14,0.14,0.00,9
106/01/06,840000,107300,0.13,0.13,0.11,0.12,-0.02,9
106/01/09,650000,65000,0.10,0.10,0.10,0.10,-0.02,4
106/01/10,410000,36300,0.08,0.10,0.08,0.10,0.00,11
106/01/11,649000,64900,0.10,0.10,0.10,0.10,0.00,2
106/01/12,1476000,118880,0.09,0.09,0.07,0.08,-0.02,12
106/01/13,279000,20920,0.08,0.08,0.07,0.08,0.00,6
106/01/16,400000,28000,0.07,0.07,0.07,0.07,-0.01,2
106/01/17,701000,42060,0.06,0.06,0.06,0.06,-0.01,4
